entrez	symbol	pubmed_id	type	organ_system	primary_site	cancer_type	method	coding_status	cgc_annotation	vogelstein_annotation	saito_annotation	NCG_oncogene	NCG_tsg
51693	TRAPPC2L	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
51725	FBXO40	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
51729	WBP11	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding					
51755	CDK12	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG			0	1
51755	CDK12	21720365	WES	Gynecologic	ovary	ovarian_cancer	"MutSig, MuSiC"	coding	TSG			0	1
51755	CDK12	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
51755	CDK12	22722839	WES	Urologic	prostate	prostate_cancer	Paper-specific	coding	TSG			0	1
51755	CDK12	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding	TSG			0	1
51755	CDK12	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	TSG			0	1
51755	CDK12	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	TSG			0	1
51755	CDK12	26000489	WES	Urologic	prostate	prostate_cancer	MutSig	coding	TSG			0	1
51755	CDK12	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding	TSG			0	1
51759	C9orf78	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding					
51765	STK26	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding					
51808	PHAX	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
53335	BCL11A	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding	"oncogene, fusion"			1	0
53335	BCL11A	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
53353	LRP1B	29895955	"Gene Panel"	"Hematologic and lymphatic"	blood	multiple_myeloma	Recurrence-based	coding	TSG			0	1
53353	LRP1B	18948947	"Gene Panel"	Thoracic	lung	lung_adenocarcinoma	MuSiC	coding	TSG			0	1
53353	LRP1B	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
53353	LRP1B	22138691	WES	Urologic	kidney	clear_cell_renal_cancer	Wood-based	coding	TSG			0	1
53353	LRP1B	29945994	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Recurrence-based	coding	TSG			0	1
53353	LRP1B	30132154	WES	"Core gastrointestinal"	stomach	gastric_cancer	Recurrence-based	coding	TSG			0	1
53353	LRP1B	22327622	"Gene Panel"	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	Recurrence-based	coding	TSG			0	1
53353	LRP1B	22327622	"Gene Panel"	Thoracic	lung	non-small_cell_lung_cancer	Recurrence-based	coding	TSG			0	1
53353	LRP1B	26608593	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	MuSiC	coding	TSG			0	1
53353	LRP1B	22197931	WES	Skin	skin	melanoma	Recurrence-based	coding	TSG			0	1
53353	LRP1B	27058444	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_squamous_carcinoma	MutSig	coding	TSG			0	1
53353	LRP1B	22158541	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	Recurrence-based	coding	TSG			0	1
53353	LRP1B	28551381	"WES-Gene Panel"	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	Recurrence-based	coding	TSG			0	1
53353	LRP1B	22484628	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Recurrence-based	coding	TSG			0	1
53371	NUP54	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
53405	CLIC5	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
53616	ADAM22	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
53616	ADAM22	27058444	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_squamous_carcinoma	MutSig	coding					
54039	PCBP3	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding					
54084	TSPEAR	18772396	WES	"Soft tissue"	brain	glioblastoma	Wood-based	coding					
54106	TLR9	28531216	WGS	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	Pathscan	coding					
54106	TLR9	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
54206	ERRFI1	22634756	WGS	"Developmental gastrointestinal"	hepatobiliary	hepatocellular_carcinoma	Paper-specific	coding					
54207	KCNK10	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	coding					
54207	KCNK10	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	noncoding					
54331	GNG2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
54434	SSH1	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding					
54437	SEMA5B	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding					
54439	RBM27	18772396	WES	"Soft tissue"	brain	glioblastoma	Wood-based	coding					
54439	RBM27	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding					
54443	ANLN	29854292	WES	Gynecologic	breast	breast_cancer	SeqSig	coding					
54460	MRPS21	25609015	WES	Urologic	testis	testicular_germ_cell_cancer	MutSig	coding					
54461	FBXW5	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
54464	XRN1	26168399	WGS	Thoracic	lung	small_cell_lung_cancer	Paper-specific	coding					
54468	MIOS	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding					
54476	RNF216	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
54476	RNF216	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
54480	CHPF2	26192917	"WES-Gene Panel"	"Hematologic and lymphatic"	blood	natural_killer/T_cell_lymphoma	MuSiC	coding					
54487	DGCR8	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene			1	0
54487	DGCR8	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding	oncogene			1	0
54487	DGCR8	29489755	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	"GRIN, MutSig"	coding	oncogene			1	0
54495	TMX3	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding					
54510	PCDH18	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding					
54522	ANKRD16	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
54549	SDK2	26909576	WGS	"Developmental gastrointestinal"	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"	coding					
54558	SPATA6	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
54617	INO80	29489755	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	"GRIN, MutSig"	coding					
54662	TBC1D13	28467829	WGS	Skin	skin	melanoma	OncodriveFML	noncoding					
54663	WDR74	30718927	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	"ActiveDriverWGS, Paper-specific"	noncoding					
54663	WDR74	27064257	WGS	"Developmental gastrointestinal"	hepatobiliary	"hepatocellular_carcinoma, cholangiocarcinoma"	Literature-based	noncoding					
54663	WDR74	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
54663	WDR74	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
54663	WDR74	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	noncoding					
54663	WDR74	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	noncoding					
54663	WDR74	32024818	WGS	Multiple	multiple	pan-cancer_adult	DriverPower	noncoding					
54663	WDR74	30755618	WGS	Urologic	bladder	bladder_cancer	Recurrence-based	noncoding					
54663	WDR74	31954095	WGS	Multiple	multiple	pan-cancer_adult	ActiveDriverWGS	noncoding					
54665	RSBN1	29854292	WES	Gynecologic	breast	breast_cancer	SeqSig	coding					
54674	LRRN3	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	noncoding					
54674	LRRN3	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding					
54674	LRRN3	28064239	WES	"Hematologic and lymphatic"	blood	follicular_lymphoma	MuSiC	coding					
54681	P4HTM	28667006	"WGS-WES-Gene Panel"	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	"MutSigCV, IntOGen"	coding					
54681	P4HTM	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding					
54715	RBFOX1	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	noncoding					
54738	FEV	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
54742	LY6K	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
54758	KLHDC4	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding					
54768	HYDIN	27058444	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_squamous_carcinoma	MutSig	coding					
54768	HYDIN	22158541	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	Recurrence-based	coding					
54768	HYDIN	28551381	"WES-Gene Panel"	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	Recurrence-based	coding					
54778	RNF111	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
54790	TET2	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG		0	1
54790	TET2	23634996	WGS-WES	"Hematologic and lymphatic"	blood	acute_myeloid_leukemia	MuSiC	coding	TSG	TSG		0	1
54790	TET2	22976956	"Gene Panel"	"Hematologic and lymphatic"	blood	acute_myeloid_leukemia	Recurrence-based	coding	TSG	TSG		0	1
54790	TET2	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
54790	TET2	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding	TSG	TSG		0	1
54790	TET2	26437031	"WGS-WES-Gene Panel"	"Hematologic and lymphatic"	blood	T-cell_leukemia/lymphoma	MutSig	coding	TSG	TSG		0	1
54790	TET2	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	TSG	TSG		0	1
54790	TET2	24952746	WES	"Head and neck"	head_and_neck	nasopharyngeal_carcinoma	MutSig	coding	TSG	TSG		0	1
54790	TET2	29489755	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	"GRIN, MutSig"	coding	TSG	TSG		0	1
54790	TET2	27063598	"WES-Gene Panel"	"Hematologic and lymphatic"	blood	acute_promyelocytic_leukemia	Recurrence-based	coding	TSG	TSG		0	1
54790	TET2	26648538	"WGS-Gene Panel"	"Hematologic and lymphatic"	blood	chronic_myelomonocytic_leukemia	Recurrence-based	coding	TSG	TSG		0	1
54790	TET2	31444325	WGS-WES	"Hematologic and lymphatic"	blood	multiple_myeloma	dNdScv	coding	TSG	TSG		0	1
54790	TET2	26908133	WGS-WES	"Hematologic and lymphatic"	blood	chronic_myelomonocytic_leukemia	DrGap	coding	TSG	TSG		0	1
54790	TET2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	TSG	TSG		0	1
54790	TET2	26574607	WGS	"Hematologic and lymphatic"	blood	T-cell_leukemia/lymphoma	Recurrence-based	coding	TSG	TSG		0	1
54790	TET2	24325359	WES	"Hematologic and lymphatic"	blood	myeloproliferative_neoplasm	Paper-specific	coding	TSG	TSG		0	1
54790	TET2	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	TSG	TSG		0	1
54790	TET2	24413734	WES	"Hematologic and lymphatic"	blood	peripheral_T-cell_lymphoma	Recurrence-based	coding	TSG	TSG		0	1
54790	TET2	24413737	WES	"Hematologic and lymphatic"	blood	angioimmunoblastic_T-cell_lymphoma	Recurrence-based	coding	TSG	TSG		0	1
54790	TET2	28452984	WES	"Hematologic and lymphatic"	blood	chronic_myeloid_leukemia	"Recurrence-based, Literature-based"	coding	TSG	TSG		0	1
54790	TET2	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
54790	TET2	22817890	WGS	"Hematologic and lymphatic"	blood	acute_myeloid_leukemia	Recurrence-based	coding	TSG	TSG		0	1
54790	TET2	21909114	WES	"Hematologic and lymphatic"	blood	myelodysplasia	Recurrence-based	coding	TSG	TSG		0	1
54796	BNC2	25079317	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	MutSig	coding					
54796	BNC2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
54806	AHI1	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding					
54806	AHI1	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
54825	CDHR2	18987736	WGS	"Hematologic and lymphatic"	blood	acute_myeloid_leukemia	Literature-based	coding					
54843	SYTL2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
54855	TENT5C	21430775	WGS-WES	"Hematologic and lymphatic"	blood	multiple_myeloma	MutSig	coding	TSG			0	1
54855	TENT5C	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
54855	TENT5C	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	TSG			0	1
54855	TENT5C	31444325	WGS-WES	"Hematologic and lymphatic"	blood	multiple_myeloma	dNdScv	coding	TSG			0	1
54861	SNRK	28296713	WES	Skin	skin	mucosal_melanoma	Recurrence-based	coding					
54861	SNRK	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding					
54862	CC2D1A	28256603	"WES plus targeted deep resequencing"	"Head and neck"	head_and_neck	nasopharyngeal_carcinoma	"Literature-based, Paper-specific"	coding					
54865	GPATCH4	28622513	WES	"Developmental gastrointestinal"	hepatobiliary	hepatocellular_carcinoma	"MutSig, Recurrence-based"	coding					
54869	EPS8L1	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
54874	FNBP1L	29854292	WES	Gynecologic	breast	breast_cancer	SeqSig	coding					
54875	CNTLN	27325650	WES	Urologic	penis	penile_squamous_cancer	"IntOGen, Literature-based"	coding					
54877	ZCCHC2	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
54880	BCOR	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	23636398	WES	Gynecologic	uterus	endometrial_cancer	MuSiC	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	25079317	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	MutSig	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	26824661	WGS-WES	"Soft tissue"	brain	pan-glioma	MutSig	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	27348297	WES	Gynecologic	uterus	endometrial_cancer	MutSig	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	27126562	WES	Skin	retina	retinoblastoma	"MutSig, Recurrence-based"	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	23415222	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	MutSig	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	26466571	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	MutSig	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	29489755	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	"GRIN, MutSig"	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	26908133	WGS-WES	"Hematologic and lymphatic"	blood	chronic_myelomonocytic_leukemia	DrGap	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	22820256	WES	"Soft tissue"	brain	medulloblastoma	MutSig	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	27313181	WES	"Core gastrointestinal"	stomach	mucinous_gastric_cancer	Recurrence-based	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	26437033	"WES-Gene Panel"	Gynecologic	breast	breast_fibroepithelial_tumours	Recurrence-based	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	24705251	WGS-WES	"Soft tissue"	brain	paediatric_high-grade_glioma	Recurrence-based	coding	"TSG, fusion"	TSG	TSG	0	1
54880	BCOR	21909114	WES	"Hematologic and lymphatic"	blood	myelodysplasia	Recurrence-based	coding	"TSG, fusion"	TSG	TSG	0	1
54892	NCAPG2	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding					
54894	RNF43	26909576	WGS	"Developmental gastrointestinal"	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"	coding	TSG	TSG	TSG	0	1
54894	RNF43	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG	TSG	0	1
54894	RNF43	29622464	WES	Gynecologic	"pan-gynecological and breast"	"pan-gynecological and breast"	"MutSigCV, 20/20"	coding	TSG	TSG	TSG	0	1
54894	RNF43	25079317	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	MutSig	coding	TSG	TSG	TSG	0	1
54894	RNF43	30718927	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"	coding	TSG	TSG	TSG	0	1
54894	RNF43	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG	TSG	0	1
54894	RNF43	25344691	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
54894	RNF43	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding	TSG	TSG	TSG	0	1
54894	RNF43	27348297	WES	Gynecologic	uterus	endometrial_cancer	MutSig	coding	TSG	TSG	TSG	0	1
54894	RNF43	29945994	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
54894	RNF43	28667006	"WGS-WES-Gene Panel"	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	"MutSigCV, IntOGen"	coding	TSG	TSG	TSG	0	1
54894	RNF43	30132154	WES	"Core gastrointestinal"	stomach	gastric_cancer	Recurrence-based	coding	TSG	TSG	TSG	0	1
54894	RNF43	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding	TSG	TSG	TSG	0	1
54894	RNF43	22561520	WES	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
54894	RNF43	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	coding	TSG	TSG	TSG	0	1
54894	RNF43	26000489	WES	Urologic	prostate	prostate_cancer	MutSig	coding	TSG	TSG	TSG	0	1
54894	RNF43	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	TSG	TSG	TSG	0	1
54894	RNF43	32024818	WGS	Multiple	multiple	pan-cancer_adult	DriverPower	noncoding	TSG	TSG	TSG	0	1
54894	RNF43	28810144	"WES plus targeted deep resequencing"	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	MutSig	coding	TSG	TSG	TSG	0	1
54894	RNF43	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG	TSG	0	1
54894	RNF43	24816253	WGS	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Youn-based	coding	TSG	TSG	TSG	0	1
54894	RNF43	25855536	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	MutSig	coding	TSG	TSG	TSG	0	1
54894	RNF43	22158988	WES	"Developmental gastrointestinal"	pancreas	pancreatic_neoplastic_cysts	Recurrence-based	coding	TSG	TSG	TSG	0	1
54894	RNF43	26806338	"WES-Gene Panel"	"Core gastrointestinal"	small_intestine	ampullary_adenocarcinoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
54897	CASZ1	26451490	WES	Gynecologic	breast	breast_cancer	MutSig	coding					
54897	CASZ1	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
54904	NSD3	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
54919	DNAAF5	27149842	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	MutSig	coding					
54931	TRMT10C	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
54937	SOHLH2	25079317	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	MutSig	coding					
54943	DNAJC28	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
54949	SDHAF2	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
54958	TMEM160	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
54959	ODAM	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding					
54961	SSH3	28988769	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
54962	TIPIN	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
54989	ZNF770	23636398	WES	Gynecologic	uterus	endometrial_cancer	MuSiC	coding					
54991	C1orf159	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
54997	TESC	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
55015	PRPF39	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding					
55023	PHIP	18772396	WES	"Soft tissue"	brain	glioblastoma	Wood-based	coding					
55032	SLC35A5	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding					
55052	MRPL20	27311963	WGS	Multiple	multiple	pan-cancer_adult	OncodriveFML	noncoding					
55055	ZWILCH	21804550	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	Paper-specific	coding					
55075	UACA	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding					
55109	AGGF1	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding					
55117	SLC6A15	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding					
55119	PRPF38B	29617667	WES	Multiple	multiple	pan-cancer_adult	"MutSigCV, 20/20"	coding					
55124	PIWIL2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
55127	HEATR1	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
55146	ZDHHC4	26824661	WGS-WES	"Soft tissue"	brain	pan-glioma	MutSig	coding					
55159	RFWD3	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
55160	ARHGEF10L	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
55160	ARHGEF10L	27009842	WES	"Soft tissue"	peripheral_nervous_system	neuroblastoma	Paper-specific	coding	TSG			0	1
55164	SHQ1	26939876	"Gene Panel"	Gynecologic	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"	coding					
55175	KLHL11	28362259	WGS	Multiple	multiple	pan-cancer_adult	ncdDetect	noncoding					
55181	SMG8	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding					
55190	NUDT11	21798893	WES	"Head and neck"	head_and_neck	squamous_head_and_neck_cancer	MutSig	coding					
55193	PBRM1	26909576	WGS	"Developmental gastrointestinal"	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"	coding	TSG	TSG	TSG	0	1
55193	PBRM1	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG	TSG	0	1
55193	PBRM1	23792563	WES	Urologic	kidney	clear_cell_renal_cancer	MutSig	coding	TSG	TSG	TSG	0	1
55193	PBRM1	26947078	WES	Urologic	kidney	renal_cancer_(all_histologies)	"MutSig, Literature-based"	coding	TSG	TSG	TSG	0	1
55193	PBRM1	28297679	WES	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	MutSig	coding	TSG	TSG	TSG	0	1
55193	PBRM1	30718927	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"	coding	TSG	TSG	TSG	0	1
55193	PBRM1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG	TSG	0	1
55193	PBRM1	24487277	WES	Urologic	kidney	clear_cell_renal_cancer	Literature-based	coding	TSG	TSG	TSG	0	1
55193	PBRM1	26804919	WES	"Core gastrointestinal"	small_intestine	ampullary_adenocarcinoma	MutSig	coding	TSG	TSG	TSG	0	1
55193	PBRM1	22138691	WES	Urologic	kidney	clear_cell_renal_cancer	Wood-based	coding	TSG	TSG	TSG	0	1
55193	PBRM1	24185509	WES	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	Wood-based	coding	TSG	TSG	TSG	0	1
55193	PBRM1	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding	TSG	TSG	TSG	0	1
55193	PBRM1	29945994	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
